bill_num,title,bill_summary,index_headings,veto,session,last_action,passed_house,passed_senate,passed
hb116,AN ACT relating to jails.,"Amend KRS 441.125 to remove the words ""nonreligous sponsored"" from the definition of ""community-service-related project.""","Jails and Jailers - Community-service-related projects, remove certain restrictions from Local Government - Community-service-related projects, remove certain restrictions from Religion - Community-service-related projects, remove certain restrictions from",0,2018 General Assembly,"signed by Governor (Acts, ch. 103)",1,1,1
hb117,AN ACT relating to a district board of education's levy of an equivalent tax rate.,"Amend KRS 132.017 to require a district board of education, when an equivalent tax rate of at least five cents fails to pass pursuant to an election, to levy a rate that produces no more revenue than the compensating tax rate and to wait three years before levying another equivalent tax rate of at least five cents; amend KRS 160.470 to provide an exception to conform.","Fiscal Note - Taxes, equivalent rate levy, restriction on Education, Finance - Taxes, equivalent rate levy, restriction on Elections and Voting - Education, equivalent tax rate levy, restriction on Taxation - Property tax, education, equivalent rate levy, restriction on Taxation, Property - Education, equivalent rate levy, restriction on",0,2018 General Assembly,to Appropriations & Revenue (H),0,0,0
hb118,AN ACT relating to compulsory attendance.,Amend KRS 159.010 to clarify that compulsory school attendance age is from six to eighteen; remove obsolete language regarding compulsory attendance age; amend KRS 159.051 to remove reference to students who have dropped out of school; amend KRS 159.180 to state that notice can be sent by standard mail via the United States Postal Service.,"Children and Minors - Education, compulsory attendance Education, Elementary and Secondary - Children and minors, compulsory attendance of",0,2018 General Assembly,to Education (H),0,0,0
hb119,AN ACT relating to the Kentucky Grape and Wine Council and making an appropriation therefor.,"Amend KRS 260.165, 260.166, and 260.167 to replace the Kentucky Grape and Wine Council fund with the Kentucky small farm wineries support fund; provide for the receipt and disbursement of Funds; amend KRS 260.175 to clarify requirements of the Kentucky small farm wineries support fund; create the Kentucky Grape and Wine Council Vineyard Expansion Reimbursement Grant Program; remove set program allocations; repeal KRS 260.168; APPROPRIATION.","Agriculture - Grape and Wine Council, small farm wineries support fund, changes to Appropriations - Small farm wineries support fund, changes to Tourism - Grape and Wine Council, small farm wineries support fund, changes to Wines and Wineries - Grape and Wine Council, small farm wineries support fund, changes to",0,2018 General Assembly,recommitted to Appropriations & Revenue (H),0,0,0
hb120,AN ACT relating to child pornography.,Create a new section of KRS Chapter 531 to prohibit the distribution of any material that portrays child pornography or a sexual performance by a minor.,"Children and Minors - Abuse and exploitation, prevention of Obscenity and Pornography - Child pornography, prohibit distribution of Civil Procedure - Child pornography, prohibit distribution of Crimes and Punishments - Child pornography, prohibit distribution of Criminal Procedure - Child pornography, prohibit distribution of",0,2018 General Assembly,"signed by Governor (Acts, ch. 23)",1,1,1
hb121,AN ACT relating to taxation.,"Amend KRS 139.480, relating to the sales and use tax, to exempt bees used in a commercial enterprise for the production of honey or wax for sale, or in the pollination of crops, and certain items used in that commercial enterprise; require the Department of Revenue to provide information to the Legislative Research Commission; amend KRS 131.020, 131.135, 131.190, 131.618, 131.650, 131.990, and 141.389  to make various conforming changes; EFFECTIVE August 1, 2018.","Fiscal Note - Bees and beekeeping supplies, sales and use tax exemption, August 1, 2018 Effective Dates, Delayed - Bees and beekeeping supplies, sales and use tax exemption, August 1, 2018 Taxation - Sales and use tax, bees and beekeeping supplies, exemption for Taxation, Sales and Use - Bees and beekeeping supplies, exemption for Agriculture - Bees and beekeeping supplies, sales and use tax exemption, August 1, 2018",0,2018 General Assembly,to Appropriations & Revenue (H),0,0,0
hb381,AN ACT relating to elections.,"Amend KRS 83A.045, 118A.100, and 118.365 to move the filing deadlines for certain candidates from the second Tuesday in August to the Tuesday following to first Monday in June preceding a regular election; make technical corrections.","County Clerks - Filing deadline for certain candidates, changes to Elections and Voting - Filing deadline for certain candidates, changes to Secretary of State - Filing deadline for certain candidates, changes to",0,2018 General Assembly,"became law without Governor's Signature (Acts, ch. 162)",1,1,1
hb122,AN ACT relating to fire department reporting.,"Amend KRS 65A.010, 75.430, and 95A.055 to require fire departments created under KRS Chapter 273 to report to the Fire Commission under KRS 95A.055 rather than under KRS Chapter 65A.","Fiscal Note - Fire departments created under KRS Chapter 273, administrative and fiscal reports Cities - Fire departments created under KRS Chapter 273, administrative and fiscal reports Counties - Fire departments created under KRS Chapter 273, administrative and fiscal reports Fire Prevention - Fire departments created under KRS Chapter 273, administrative and fiscal reports Firefighters and Fire Departments - Fire departments created under KRS Chapter 273, administrative and fiscal reports Local Government - Fire departments created under KRS Chapter 273, administrative and fiscal reports Special Districts - Fire departments created under KRS Chapter 273, administrative and fiscal reports Special Purpose Governmental Entities - Fire departments created under KRS Chapter 273, administrative and fiscal reports State Agencies - Fire Commission, treatment of fire departments created under KRS Chapter 273",0,2018 General Assembly,"became law without Governor's Signature (Acts, ch. 90)",1,1,1
hb123,AN ACT relating to special license plates and making an appropriation therefor.,"Create a new section of KRS Chapter 186 to create a Break the Silence special license plate, with extra fees used by the Kentucky Coalition Against Domestic Violence to support programs for survivors of domestic violence and sexual assault; amend KRS 186.162 to establish the fees for the Break the Silence special license plate; amend KRS 186.166 to update the list of license plates to be perpetually produced.","Appropriations - Break the Silence special license plate, appropriation of EF fees for Motor Vehicles - Break the Silence special license plate, establishment of Transportation - Break the Silence special license plate, establishment of Local Mandate - Break the Silence special license plate, establishment of",0,2018 General Assembly,to Transportation (H),0,0,0
hb124,AN ACT relating to enhanced standards and criteria for substance use disorder treatment and recovery services and programs and declaring an emergency.,"Create a new section of KRS Chapter 222 to require the Cabinet for Health and Family Services to complete a comprehensive review of all current state licensure and quality standards for substance use disorder treatment and recovery services and programs; specify that licensure and quality standards be based on nationally recognized and evidence-based standards, standardized outcome measures, a reporting process, and conditions for reimbursement; permit fees for licensure; require the cabinet to promulgate administrative regulations to implement the licensure and quality standards by January 1, 2019, repeal KRS 222.037 and 222.212; EMERGENCY.","Diseases - Substance use disorder, licensure and quality standards for treatment and recovery services Drugs and Medicines - Substance use disorder, licensure and quality standards for treatment and recovery services Effective Dates, Emergency - Substance use disorder, licensure and quality standards for treatment and recovery services Health and Medical Services - Substance use disorder, licensure and quality standards for treatment and recovery services Mental Disability - Substance use disorder, licensure and quality standards for treatment and recovery services Mental Health - Substance use disorder, licensure and quality standards for treatment and recovery services Nurses - Substance use disorder, licensure and quality standards for treatment and recovery services Pharmacists - Substance use disorder, licensure and quality standards for treatment and recovery services Physicians and Practitioners - Substance use disorder, licensure and quality standards for treatment and recovery services Public Health - Substance use disorder, licensure and quality standards for treatment and recovery services Substance Abuse - Substance use disorder, licensure and quality standards for treatment and recovery services Fiscal Note - Substance use disorder, licensure and quality standards for treatment and recovery services",0,2018 General Assembly,"signed by Governor (Acts, ch. 61)",1,1,1
hb125,AN ACT relating to voluntary unification of counties.,"Create new sections of KRS Chapter 67 to establish a new procedure for the optional consolidation of counties; exclude consolidated local governments, charter county governments, urban-county governments, and unified local governments from the procedures; permit two or more counties to consolidate with such action initiated by public petition or local ordinance; require signatures of 20% or more of the number of persons voting in last presidential election for initiation petition; provide for the contents and certification of petitions as prescribed; require the county judge/executive in the initiating county within 10 days to notify the other local governments and their citizens of the proposal as prescribed; require responding action in adjoining counties within 120 days or initial action becomes void; require a special election within 90 days if adjoining counties enter the process; require approval in each county for consolidation to become effective; prescribe the language for the ballot, other election procedures, and advertisement of the election by the sheriff; require a simple majority of those voting in each county for approval; require all election costs to be paid for by the state, and prohibit any organizational changes in a newly consolidated county for 10 years; prohibit any new county from becoming effective until the end of terms of current officeholders and require new officers to be elected in the same manner and at same time as other county officials; require the county judge/executive in each county to appoint 6 citizens to a transition committee as prescribed; require transition committee to divide county into 3-8 magisterial districts and to select 2-5 names for the new county to be decided by the voters; require final report of the transition committee as prescribed; provide for a gubernatorial appointee to break tie vote on questions relating to the name of the new county, the formation of magisterial districts, or other issues on the ballot; require all taxes from the immediate year to remain in effect until changed by the new county; require the creation of a special taxing district for repayment of prior financial obligations in previously existing counties as prescribed; require surplus funds to be spent in the areas where funds were raised as prescribed; permit voters to determine the location of new county seat from previously existing locations; require county seat to remain at that location for not less than 10 years; require other remaining county buildings to be maintained as branch offices for 10 years as prescribed;  require the Department for Local Government to promulgate administrative regulations awarding preference points on community development block grant applications and provide technical and advisory assistance to consolidated counties; require, upon consolidation, all appointments to boards of special districts to remain in effect until the expiration of the term, at which point the appropriate appointing authority shall make new appointments; amend KRS 67.280 to provide for federal and state election districts as prescribed; repeal KRS 67.190, 67.200, 67.210, 67.220, 67.230, 67.240, 67.250, 67.260, 67.270,  67.290, and 67.310.","Counties - Voluntary consolidation County Judges/Executive - County consolidation, role of Courts, Fiscal - County consolidation, role of Elections and Voting - County consolidation, funds for special election, from state Elections and Voting - County consolidation, special election for Governor - County consolidation, appointment necessary to Justices of the Peace and Magistrates - County consolidation, new magistrate districts, creation of Local Government - County consolidation, process for Notices - County consolidation elections, public announcement, requirement of Special Districts - County consolidation, special taxing districts, creation of State Agencies - County consolidation, Department for Local Government, assistance from",0,2018 General Assembly,to Local Government (H),0,0,0
hb126,AN ACT relating to crimes and punishments.,"Amend KRS 186.990, 194A.990, 341.990, and 516.120 to raise the threshold level for a Class D felony for unlawful registration of a car to evade taxes, misrepresentation to receive public assistance or unemployment benefits, and unlawful use of slugs from $100 to $1,500; amend KRS 205.8461, 205.8463, 209.990, 238.995, and 434.850 to raise the threshold level for a Class D felony for unlawful referral practices of a Medicaid provider, fraudulent Medicaid claims, wantonly or recklessly exploiting a vulnerable adult, charitable gaming fraud, unlawful diversion of charitable gaming funds, and unlawful access to computers in the second degree from $300 to $1,500; amend KRS 209.990 to raise the threshold level for a Class C felony for knowingly exploiting a vulnerable adult from $300 to $1500; amend KRS 217.181 to raise the threshold levels for a Class C and D felony for theft of a legend drug; amend KRS 304.47-020, 434.650, 434.655, 434.660, 434.670, 434.690, 514.030, 514.040, 514.050, 514.060, 514.070, 514.080, 514.090, 514.110, 514.120, and 517.060  to raise the threshold level for a Class D felony for various fraud and theft crimes from $500 to $1500; and amend KRS 365.241 to raise the threshold level for a Class D felony for counterfeit intellectual property from $1,000 to $1,500.","Crimes and Punishments - Fraud crimes, felony threshold, raising of Crimes and Punishments - Theft crimes, felony threshold, raising of Criminal Procedure - Fraud crimes, felony threshold, raising of Criminal Procedure - Theft crimes, felony threshold, raising of Public Assistance - Fraud crimes, felony threshold, raising of Public Medical Assistance - Fraud crimes, felony threshold, raising of Unemployment Compensation - Fraud crimes, felony threshold, raising of Insurance - Fraudulent insurance act, felony threshold, raising of Local Mandate - Fraud crimes, felony threshold, raising of Corrections Impact - Fraud crimes, felony threshold, raising of",0,2018 General Assembly,to Judiciary (H),0,0,0
hb127,AN ACT relating to survivor benefits in the Kentucky Teachers' Retirement System.,Amend KRS 161.520 to remove marriage as a disqualifying event for a widow or widower who is receiving survivor's benefits from the Kentucky Teachers' Retirement System; specify that the widow or widower must have been married to the deceased contributing member for not less than five years.,"Actuarial Analysis - Kentucky Teachers' Retirement System, survivor's benefits, marriage Retirement and Pensions - Kentucky Teachers' Retirement System, survivor's benefits, marriage State Agencies - Kentucky Teachers' Retirement System, survivor's benefits, marriage Teachers - Retirement, survivor's benefits, marriage",0,2018 General Assembly,to State Government (H),0,0,0
hb128,AN ACT relating to instruction on the Holocaust and other acts of genocide.,Amend KRS 156.160 to require every public school to provide instruction on the Holocaust and other acts of genocide.,"Fiscal Note - Holocaust, instruction on Children and Minors - Holocaust, receiving instruction on Education, Elementary and Secondary - Holocaust, instruction on",0,2018 General Assembly,"signed by Governor (Acts, ch. 60)",1,1,1
hb129,AN ACT relating to sponsorship agreements with public universities.,Amend KRS 164A.575 to require the governing boards of public universities to review contracts for sponsorships and endorsements to protect the good reputation of the university and maintain the financial integrity of the contract.,"Athletics - Sponsorships and endorsements, public universities, governing boards, review by Contracts - Sponsorships and endorsements, public universities, governing boards, review by Purchasing - Public universities, sponsorships and endorsements, governing board review of Universities and Colleges - Public, sponsorships and endorsements, governing board review of",0,2018 General Assembly,to Education (H),0,0,0
sb217,AN ACT relating to licensed occupations.,"Amend KRS 310.070, 311.591, 311.597, 312.018, and 312.021 to make technical corrections.","Licensing - Chiropractors, licensing of Licensing - Dieticians, licensing of Licensing - Physicians, licensing of Occupations and Professions - Chiropractors, licensing of Occupations and Professions - Dieticians, licensing of Occupations and Professions - Physicians, licensing of",0,2018 General Assembly,"to Licensing, Occupations, & Administrative Regulations (S)",0,0,0
hb130,AN ACT relating to administrative regulations.,"Create a new section of KRS 13A.290 to 13A.335 to require the staff of the Administrative Regulation Review Subcommittee to submit to that committee's co-chairs an annual report on administrative regulations found deficient by a legislative committee; list the information that is necessary to complete the report; include prominent text on the first page of the report outlining potential legislative options; amend KRS 13A.290, 13A.330, and 13A.331 to allow a committee to take action on an administrative regulation within 60 days of LRC referral.","Administrative Regulations and Proceedings - Reports and procedures concerning administrative regulations, requirements for Committees - Administrative regulations, legislative committee procedures for General Assembly - Administrative regulations, legislative committee procedures for Legislative Research Commission - Administrative regulations, legislative committee procedures for State Agencies - Administrative regulations promulgated by state agencies, legislative committee procedures for",1,2018 General Assembly,Vetoed,1,1,1
hb131,AN ACT relating to the use of juries in competency hearings conducted in guardianship proceedings.,"Amend KRS 387.570 to clarify when a respondent's presence may be waived at a guardianship competency hearing; allow a bench trial when the parties agree, there is no objection from interested parties, and all persons preparing the interdisciplinary report agree that the person is disabled or partially disabled; amend KRS 387.580 to conform.","Courts, District - Guardianship proceedings, use of juries in Disabilities and the Disabled - Guardianship proceedings, use of juries in Juries and Jurors - Guardianship proceedings, use of juries in Mental Disability - Guardianship proceedings, use of juries in",0,2018 General Assembly,to Judiciary (H),0,0,0
hb132,AN ACT relating to financial literacy.,"Create a new Chapter of KRS 158 to require a financial literacy course as a high school graduation requirement; direct the Kentucky Board of Education to promulgate administrative regulations establishing academic standards for the financial literacy course; direct the Department of Education to develop curricula, materials, and guidelines which may be used by schools for the financial literacy course.","Administrative Regulations and Proceedings - Kentucky Board of Education, financial literacy course, academic standards Fiscal Note - Kentucky Board of Education, financial literacy course, academic standards Education, Elementary and Secondary - High school graduation requirement, financial literacy course State Agencies - Department of Education, financial literacy materials, require development of",0,2018 General Assembly,"signed by Governor (Acts, ch. 81)",1,1,1
hb133,AN ACT relating to the transportation of agricultural commodities and supplies.,"Amend KRS 281.730 to define ""agricultural commodity,"" ""farm supply for agricultural purposes,"" and ""planting and harvesting season""; exempt drivers of vehicles transporting agricultural commodities and farm supplies for agricultural purposes within a 150 air-mile radius from a farm or distribution point during the planting and harvesting season from any provisions of 49 C.F.R. pt. 395, relating to hours of service of drivers, adopted by Transportation Cabinet.","Agriculture - Transportation of commodities and supplies, hours-of-service exemption Federal Laws and Regulations - Transporters of agricultural products, exemption from 49 C.F.R. pt. 395 relating to hours of service Motor Carriers - Transportation of commodities and supplies, hours-of-service exemption Transportation - Transportation of commodities and supplies, hours-of-service exemption",0,2018 General Assembly,"signed by Governor (Acts, ch. 102)",1,1,1
hb134,AN ACT relating to opportunities in education and making an appropriation therefor.,"Create a new section of KRS Chapter 141 to establish a separate income tax credit for tuition assistance based on contributions made to a qualified scholarship-granting organization; create a new section of KRS Chapter 141 to provide goals and reporting of metrics related to those goals; amend KRS 141.0205 to establish the order in which the credits may be taken; create a new section of KRS 136.500 to 136.575 to allow financial institutions to take the tax credit against the tax imposed by KRS 136.505; create a new section of KRS 136.500 to 136.575 to order all tax credits; create a new section of KRS Chapter 156 to require the Kentucky Department of Education to publish a list of certified nonpublic schools and nonpublic schools seeking certification; require the Department of Revenue to report information to the Legislative Research Commission; amend KRS 131.190, 131.135, 131.618, 131.650, 131.990, 141.389, and 131.020 to conform.","Administrative Regulations and Proceedings - Scholarship tax credit Banks and Financial Institutions - Bank franchise tax, scholarship tax credit, creation Charitable Organizations and Institutions - Bank franchise tax, scholarship tax credit, creation Education, Elementary and Secondary - Scholarship tax credit, creation  Education, Finance - Scholarship tax credit, creation  Reports Mandated - Scholarship tax credit State Agencies - Department of Revenue, scholarship tax credit, creation  Taxation - Bank franchise tax, scholarship tax credit, creation Taxation - Scholarship tax credit, creation  Taxation, Income--Corporate - Scholarship tax credit, creation  Taxation, Income--Individual - Scholarship tax credit, creation  Fiscal Note - Bank franchise tax, scholarship tax credit, creation",0,2018 General Assembly,to Appropriations & Revenue (H),0,0,0
hb135,AN ACT relating to emergency air ambulance coverage.,"Amend KRS 304.17A-005 to define balance bill and insured; create a new section of subtitle 17A of KRS Chapter 304 to define registered air ambulance service provider, to prohibit a health benefit plan from using an allowed amount for air ambulance services under certain conditions, to determine when an air ambulance transport is medically necessary, to require assumption of charges by the insurer under certain conditions, to require notification to the air ambulance service of assumption by the insurer, prohibit the air ambulance provider from certain actions following receipt of notification, to establish payment requirements for the insurer, to establish the Independent Dispute Resolution program for disputed air ambulance service charges within the Department of Insurance, to require reporting by registered air ambulance service providers and the department, to set requirements for registration in the program, to set requirements to be an independent reviewer for the program, and to establish procedures for the Independent Dispute Resolution program; and amend KRS 304.17A-096, 304.17A-430, 304.17B-001, 304.17B-015, 304.17B-033, 304.17C-010, 304.18-114, 304.38A-010, and 304.39-241 to conform.","Effective Dates, Delayed - Emergency air ambulance service, January 1, 2019 Health and Medical Services - Emergency air ambulance service, billing dispute resolution program, establishment of Insurance, Health - Air ambulance providers, billed charges, assumption of Insurance, Health - Air ambulance service provider, billing dispute resolution program, establishment of Insurance, Health - Air ambulance, balance billing, prohibition of Insurance, Health - Insurer, assumption of charges, requirements for Physicians and Practitioners - Air ambulance providers, insurance coverage, requirements for Physicians and Practitioners - Air ambulance, balance billing, prohibition of Health Benefit Mandate - Air ambulance, balance billing, prohibition of",0,2018 General Assembly,to Banking & Insurance (H),0,0,0
sb218,AN ACT relating to health and welfare.,Amend KRS 199.900 to make a technical change.,"State Agencies - Cabinet for Health and Family Services, employee training State Employees - Cabinet for Health and Family Services, training",0,2018 General Assembly,to Health & Welfare (S),0,0,0
hb136,AN ACT relating to microbreweries.,"Amend KRS 243.157 to require microbreweries to report and pay taxes on wholesale sales made directly to consumers to the Department of Revenue; amend KRS 243.882 to define ""microbrewery"" and to include retail sales made by a microbrewery directly to a consumer in the definition of ""wholesale sale""; amend KRS 243.884 to include microbreweries selling malt beverages directly to consumers; amend KRS 243.886 to exempt microbreweries from the authorization to deduct one percent of the tax due; amend KRS 211.285 to include microbreweries.","Alcoholic Beverages - Malt beverages, wholesale tax on Malt Beverages - Microbreweries, payment of wholesale tax by Occupations and Professions - Microbrewers, payment of wholesale tax by Taxation - Wholesale tax, microbrewers payment of Taxation, Sales and Use - Wholesale tax, microbrewers payment of",0,2018 General Assembly,"signed by Governor (Acts, ch. 16)",1,1,1
hb137,AN ACT proposing to create a new section of the Constitution of Kentucky and to amend Section 99 of the Constitution of Kentucky relating to the office of Constable.,Propose to create a new Section 99A of the Constitution of Kentucky to allow the legislative body of a county to choose to abolish the office of Constable and also to reestablish that office through an ordinance; allow the legislative body of a city within the county to suspend the powers of the office of Constable within the city limits of that city and to reestablish those powers through an ordinance; amend Section 99 of the Constitution of Kentucky to conform; submit question to the voters.,"Cities - Constable, constitutional amendment allowing legislative body of a city to suspend the powers of Constables - Abolition of office by legislative body of county, constitutional amendment allowing Constitution, Ky. - Constable, amendment allowing legislative body of county to abolish office of Counties - Constable, constitutional amendment allowing legislative body of county to abolish office of Elections and Voting - Abolition of Office of Constable by legislative body of county, constitutional amendment allowing Elections and Voting - Constable, constitutional amendment allowing abolition of office of Local Government - Constable, constitutional amendment allowing legislative body of county to abolish office of",0,2018 General Assembly,"to Elections, Const. Amendments & Intergovernmental Affairs (H)",0,0,0
hb138,AN ACT relating to boards of adjustment.,"Amend KRS 100.217, relating to planning and zoning boards of adjustment, to allow for a joint board of adjustment to be appointed, and set out its membership parameters.","Boards and Commissions - Planning and zoning, joint board of adjustment Cities - Planning and zoning, joint board of adjustment Counties - Planning and zoning, joint board of adjustment County Judges/Executive - Planning and zoning, joint board of adjustment, duties relative to Land Use - Planning and zoning, joint board of adjustment Local Government - Planning and zoning, joint board of adjustment Planning and Zoning - Joint board of adjustment Public Officers and Employees - Planning and zoning, joint board of adjustment, members of",0,2018 General Assembly,"signed by Governor (Acts, ch. 130)",1,1,1
hb139,AN ACT relating to vision examinations.,Amend KRS 156.160 to require a conclusive vision examination upon a child's initial enrollment in kindergarten and a vision examaination upon a child's initial enrollment in grade six.,"Children and Minors - Vision examinations, grade six enrollment requirements Children and Minors - Vision examinations, kindergarten enrollment requirements Disabilities and the Disabled - Vision examinations, kindergarten enrollment requirements Education, Elementary and Secondary - Enrollment requirements, grade six, vision examination Education, Elementary and Secondary - Enrollment requirements, kindergarten, vision examination Public Health - Vision examination, grade six enrollment requirements Public Health - Vision examination, kindergarten enrollment requirements",0,2018 General Assembly,to Education (H),0,0,0
hb140,"AN ACT relating to the law enforcement and firefighters foundation programs, declaring an emergency, and making an appropriation therefor.","Amend various sections of KRS Chapter 15 related to participation in the Law Enforcement Foundation Program fund to provide that the annual training stipend paid to all conservation officers be paid from the game and fish fund established in KRS 150.150 in an amount commensurate to the annual supplement paid to other police officers; amend KRS 15.460 to increase the annual supplement amount to $4,000 beginning July 1, 2018; EMERGENCY.","Fiscal Note - Law Enforcement Foundation Program fund, annual supplement, increase of Cities - Law Enforcement Foundation Program fund, annual supplement, increase of Counties - Law Enforcement Foundation Program fund, annual supplement, increase of Fish and Wildlife - Law Enforcement Foundation Program fund, annual supplement, increase of Sheriffs - Law Enforcement Foundation Program fund, annual supplement, increase of Universities and Colleges - Law Enforcement Foundation Program fund, annual supplement, increase of Effective Dates, Emergency - Law Enforcement Foundation Program fund, annual supplement, increase of Local Mandate - Law Enforcement Foundation Program fund, annual supplement, increase of",0,2018 General Assembly,"signed by Governor (Acts, ch. 89)",1,1,1
hb141,"AN ACT relating to the emergency revolving school loan fund account, making an appropriation therefore, and declaring an emergency.","Amend KRS 160.599 to remove eligibility criteria for a loan from the emergency revolving school loan fund account; provide loan eligibility for a school district with a significant revenue shortfall due to circumstances beyond the district's control or other extraordinary financial circumstances; reduce the maximum loan term from 10 to 5 years; increase the maximum loan amount from $250,000 to $500,000; authorize the Kentucky Board of Education to promulgate administrative regulations regarding the loan process; direct the Kentucky Department of Education to monitor loans made from the emergency revolving school loan fund account and provide the Interim Joint Committee on Appropriations and Revenue a financial report by October 1 each year; amend KRS 157.330 to specify that any unexpended SEEK funds shall not lapse and shall be transferred to the emergency revolving school loan fund account; APPROPRIATION; EMERGENCY.","Fiscal Note - Department of Education, emergency revolving school loan fund account report Fiscal Note - Department of Education, emergency revolving school loan fund account report Administrative Regulations and Proceedings - Kentucky Board of Education, emergency revolving school loan fund account Appropriations - Unexpended SEEK funds, transfer to emergency revolving school loan fund account Education, Elementary and Secondary - Emergency revolving school loan fund account, loan eligability  Education, Finance - Emergency revolving school loan fund account, loan eligibility Effective Dates, Emergency - Emergency revolving school loan fund account Reports Mandated - Department of Education, emergency revolving school loan fund account report State Agencies - Department of Education, emergency revolving school loan fund account, monitoring of",0,2018 General Assembly,returned to Appropriations & Revenue (S),1,0,0
sb219,AN ACT relating to the administration of justice.,Amend KRS 21A.030 to make gender-neutral.,"Court, Supreme - Clerk of Supreme Court, make provisions gender-neutral Courts - Clerk of Supreme Court, make provisions gender-neutral",0,2018 General Assembly,to Judiciary (S),0,0,0
hb144,AN ACT relating to surcharges on insurance policies and declaring an emergency.,"Amend KRS 136.392 to specify that a rate change in a premium surcharge rate used to supplement both the Law Enforcement Foundation Program fund and the Firefighters Foundation Program fund shall only be adjusted by an Act of the General Assembly and be applied 90 days after the effective date of the Act; EFFECTIVE July 1, 2018.","Effective Dates, Emergency - Insurance surcharge used to pay for KLEFPF and KFFPF, adjustment, July 1, 2018 Fees - Insurance surcharge used to pay for KLEFPF and KFFPF, restricting adjustment of Firefighters and Fire Departments - Insurance surcharge used to pay for KLEFPF and KFFPF, restricting adjustment of General Assembly - Insurance surcharge used to pay for KLEFPF and KFFPF, restricting adjustment of Insurance - Insurance surcharge used to pay for KLEFPF and KFFPF, restricting adjustment of Peace Officers and Law Enforcement - Insurance surcharge used to pay for KLEFPF and KFFPF, restricting adjustment of Police, City and County - Insurance surcharge used to pay for KLEFPF and KFFPF, restricting adjustment of Police, State - Insurance surcharge used to pay for KLEFPF and KFFPF, restricting adjustment of Sheriffs - Insurance surcharge used to pay for KLEFPF and KFFPF, restricting adjustment of",0,2018 General Assembly,to Banking & Insurance (H),0,0,0
hb145,AN ACT relating to zoning and declaring an emergency.,Amend KRS 100.324 to require zoning compliance for nonbaseload generation facilities under 10 megawatts; EMERGENCY.,"Energy - Electric generation facilities, nonbaseload operations compliance with zoning requirements Planning and Zoning - Electric generation facilities, nonbaseload operations compliance with zoning requirements Public Utilities - Electric generation facilities, nonbaseload operations compliance with zoning requirements Effective Dates, Emergency - Electric generation facilities, nonbaseload operations compliance with zoning requirements",0,2018 General Assembly,posted in committee,0,0,0
hb146,AN ACT relating to reorganization.,"Amend KRS 246.030 to change the name of the Office for Agricultural Marketing and Product Promotion to the Office of Agricultural Marketing and rename the divisions within that office; change the name of the Office for Strategic Planning and Administration to the Office of Administrative Services and rename the divisions within that office; establish the Office of Communications and the Office of Legal Services; amend KRS 246.130 to clarify meeting requirements of the State Board of Agriculture; amend KRS 247.220, 247.800, 260.020, and 260.030 to conform; make grammatical and technical corrections; confirm Executive Order 2017-001.","Agriculture - Department of Agriculture, reorganization of Reorganization - Department of Agriculture, reorganization of State Agencies - Department of Agriculture, reorganization of Tourism - Agritourism, Direct Farm Marketing Division",0,2018 General Assembly,"filed without Governor's signature with the Secretary of State (Acts, ch. 3)",1,1,1
hb147,AN ACT relating to seizure disorders in schools.,"Amend KRS 159.832 to apply defined terms through KRS 158.838 and define ""seizure action plan""; amend KRS  158.838 to include any medication prescribed to treat seizure disorder symptoms; require seizure disorder trainings to comply with Epilepsy Foundation of America guidelines; require parent or guardian of student diagnosed with a seizure disorder to collaborate with school personnel to create a seizure action plan; require the Kentucky Board of Education to promulgate administrative regulations regarding contents and development of seizure action plans; create a new section of KRS Chapter 158 to require every public school to provide a seizure education program; require Kentucky Board of Education to promulgate administrative regulations for development and implementation of the seizure education program; amend KRS 158.070 to require a minimum of one hour of self-study review of seizure disorder materials annually for all principals, guidance counselors, and teachers; provide that the Act may be cited as the Lindsey Crunk Act.","Administrative Regulations and Proceedings - Kentucky Board of Education, seizure action plan Administrative Regulations and Proceedings - Kentucky Board of Education, seizure education program Children and Minors - School seizure action plan, requiring Disabilities and the Disabled - School seizure action plan, requiring Disabilities and the Disabled - School seizure education program, requiring Education, Elementary and Secondary - School seizure action plan, requiring Education, Elementary and Secondary - School seizure education program, requiring Education, Elementary and Secondary - Seizure disorders, requirement for teacher professional development Short Titles and Popular Names - Lyndsey Crunk Act State Agencies - Kentucky Board of Education, school seizure action plan, regulations  for State Agencies - Kentucky Board of Education, school seizure education program, regulations  for Teachers - Professional development, seizure disorders Fiscal Note - Kentucky Board of Education, school seizure action plan, regulations for",0,2018 General Assembly,"signed by Governor (Acts, ch. 153)",1,1,1
hb148,AN ACT relating to prescription medications in hospice programs.,Create a new section of KRS Chapter 381 to shift ownership of controlled substances from a deceased hospice patient to a hospice program so the hospice program may dispose of the controlled substances.,"Deaths - Hospice patient, ownership of controlled substances Drugs and Medicines - Controlled substances, hospice programs, disposal by Health and Medical Services - Hospice programs, controlled substances, disposal of Property - Controlled substances, hospice patients, transfer of ownership from Wills and Estates - Hospice patient, controlled substances, transfer of ownership from",1,2018 General Assembly,"delivered to Secretary of State (Acts, ch. 172)",1,1,1
